,NCTId,StudyType
5980,NCT04363164,Interventional
5981,NCT04356859,Interventional
5982,NCT04293016,Interventional
5983,NCT04275973,Interventional
6456,NCT02461771,Interventional
6691,NCT03880487,Interventional
6690,NCT04205656,Interventional
6689,NCT04210986,Interventional
5984,NCT04249544,Interventional
6688,NCT04212650,Interventional
6687,NCT03312621,Interventional
6686,NCT00000700,Interventional
6610,NCT01543997,Interventional
6475,NCT04246281,Interventional
5804,NCT02175030,Interventional
6544,NCT03503695,Interventional
6079,NCT01820455,Interventional
6546,NCT00513643,Interventional
6497,NCT03259646,Interventional
6113,NCT01353027,Interventional
6498,NCT04604821,Interventional
6545,NCT02634879,Interventional
6080,NCT01810276,Interventional
6081,NCT01763931,Interventional
6082,NCT01760785,Interventional
6083,NCT01758224,Interventional
6548,NCT02889640,Interventional
6543,NCT01987908,Interventional
6084,NCT01751737,Interventional
6542,NCT00756444,Interventional
6541,NCT01420016,Interventional
6085,NCT01728753,Interventional
6540,NCT00382057,Interventional
6539,NCT00648544,Interventional
6086,NCT01714349,Interventional
6537,NCT00916656,Interventional
6547,NCT03539315,Interventional
6078,NCT01822301,Interventional
6087,NCT01701388,Interventional
6553,NCT04392557,Interventional
6494,NCT04304833,Interventional
6069,NCT02019927,Interventional
6070,NCT02011542,Interventional
6117,NCT01320059,Interventional
6557,NCT02349945,Interventional
6071,NCT02006368,Interventional
6556,NCT01647919,Interventional
6116,NCT01322503,Interventional
6072,NCT01943825,Interventional
6073,NCT01879696,Interventional
6114,NCT01345591,Interventional
6495,NCT02113410,Interventional
6074,NCT01857128,Interventional
6496,NCT04520984,Interventional
6075,NCT01847469,Interventional
6115,NCT01339208,Interventional
6551,NCT03409575,Interventional
6076,NCT01845740,Interventional
6077,NCT01828983,Interventional
6550,NCT04495686,Interventional
6112,NCT01353040,Interventional
7333,NCT01902810,Interventional
6476,NCT03322891,Interventional
6103,NCT01459172,Interventional
6518,NCT02248090,Interventional
6097,NCT01547325,Interventional
6517,NCT02207803,Interventional
6098,NCT01525680,Interventional
6516,NCT01853384,Interventional
6099,NCT01518881,Interventional
6110,NCT01373489,Interventional
6502,NCT01787175,Interventional
6102,NCT01466127,Interventional
6503,NCT04154462,Interventional
6520,NCT03867812,Interventional
6109,NCT01390064,Interventional
6514,NCT01465607,Interventional
6513,NCT01205178,Interventional
6504,NCT00840658,Interventional
6505,NCT00790374,Interventional
6105,NCT01447407,Interventional
6506,NCT00742222,Interventional
6507,NCT04522258,Interventional
6510,NCT02691247,Interventional
6096,NCT01564407,Interventional
6095,NCT01566877,Interventional
6536,NCT01746979,Interventional
6529,NCT04458857,Interventional
6500,NCT03924674,Interventional
6088,NCT01673594,Interventional
6090,NCT01645722,Interventional
6534,NCT04545385,Interventional
6533,NCT03813238,Interventional
6532,NCT03893825,Interventional
6531,NCT03965091,Interventional
6501,NCT02260778,Interventional
6530,NCT04041284,Interventional
6092,NCT01633892,Interventional
6521,NCT04032171,Interventional
6528,NCT04464707,Interventional
6093,NCT01593072,Interventional
6527,NCT02845700,Interventional
6526,NCT03069144,Interventional
6525,NCT03848806,Interventional
6111,NCT01372644,Interventional
6524,NCT01969903,Interventional
6523,NCT03862924,Interventional
6522,NCT04032158,Interventional
6068,NCT02023996,Interventional
6558,NCT00424294,Interventional
6067,NCT02025179,Interventional
6585,NCT01403233,Interventional
6592,NCT02848469,Interventional
6591,NCT03798184,Interventional
6590,NCT01158950,Interventional
6589,NCT04596644,Interventional
6588,NCT04134273,Interventional
6482,NCT03524482,Interventional
6040,NCT02922894,Interventional
6483,NCT01492348,Interventional
6586,NCT04576507,Interventional
6584,NCT01175291,Interventional
6481,NCT02875535,Interventional
6583,NCT03905642,Interventional
6041,NCT02881944,Interventional
6484,NCT04372329,Interventional
6581,NCT01684748,Interventional
6042,NCT02871349,Interventional
6580,NCT00157586,Interventional
6043,NCT02773056,Interventional
6486,NCT01451359,Interventional
6044,NCT02721680,Interventional
6039,NCT02935621,Interventional
6037,NCT02988401,Interventional
6066,NCT02041715,Interventional
6032,NCT03110302,Interventional
6607,NCT00290186,Interventional
6027,NCT03197922,Interventional
6028,NCT03197896,Interventional
6029,NCT03197675,Interventional
6606,NCT00623090,Interventional
6604,NCT00984698,Interventional
6030,NCT03150511,Interventional
6031,NCT03123224,Interventional
6602,NCT01480804,Interventional
6033,NCT03097978,Interventional
6480,NCT04373967,Interventional
6600,NCT02383472,Interventional
6599,NCT03547869,Interventional
6035,NCT03078530,Interventional
6597,NCT04531579,Interventional
6478,NCT04445116,Interventional
6595,NCT01533155,Interventional
6594,NCT01326481,Interventional
6036,NCT03023644,Interventional
6479,NCT02050789,Interventional
6487,NCT03381885,Interventional
6577,NCT03828019,Interventional
6045,NCT02679560,Interventional
6563,NCT02172859,Interventional
6121,NCT01281267,Interventional
6120,NCT01299142,Interventional
6058,NCT02318979,Interventional
6492,NCT03244475,Interventional
6566,NCT04306549,Interventional
6565,NCT02676479,Interventional
6059,NCT02317640,Interventional
6060,NCT02303964,Interventional
6564,NCT02611648,Interventional
6061,NCT02240329,Interventional
6576,NCT00689221,Interventional
6562,NCT04562779,Interventional
6561,NCT04200352,Interventional
6062,NCT02187198,Interventional
6063,NCT02168114,Interventional
6493,NCT01045564,Interventional
6064,NCT02104713,Interventional
6065,NCT02058680,Interventional
6119,NCT01305811,Interventional
6118,NCT01310192,Interventional
6057,NCT02339220,Interventional
6569,NCT00525837,Interventional
6056,NCT02353026,Interventional
6491,NCT01697267,Interventional
6046,NCT02657135,Interventional
6575,NCT02083679,Interventional
6574,NCT00777296,Interventional
6047,NCT02634944,Interventional
6048,NCT02611375,Interventional
6049,NCT02605876,Interventional
6123,NCT01265433,Interventional
6572,NCT00813943,Interventional
6051,NCT02535949,Interventional
6052,NCT02506192,Interventional
6053,NCT02391025,Interventional
6054,NCT02378025,Interventional
6488,NCT04365270,Interventional
6489,NCT02294318,Interventional
6490,NCT02508480,Interventional
6571,NCT02049151,Interventional
6122,NCT01269164,Interventional
6570,NCT01267877,Interventional
6055,NCT02357836,Interventional
6721,NCT00640445,Interventional
6722,NCT00556764,Interventional
6723,NCT00464724,Interventional
6881,NCT04360044,Interventional
6886,NCT03038594,Interventional
6168,NCT00426959,Interventional
6885,NCT02985255,Interventional
6884,NCT03039465,Interventional
6167,NCT00527982,Interventional
6883,NCT03137953,Interventional
6882,NCT01019798,Interventional
5851,NCT00221247,Interventional
6405,NCT01083654,Interventional
6880,NCT01498458,Interventional
5849,NCT02297126,Interventional
6879,NCT03582176,Interventional
6878,NCT01209910,Interventional
6877,NCT02760537,Interventional
6876,NCT01698879,Interventional
6406,NCT00168090,Interventional
6875,NCT00523224,Interventional
6166,NCT00541164,Interventional
5854,NCT00043706,Interventional
6874,NCT02796339,Interventional
5850,NCT03164616,Interventional
6888,NCT00253643,Interventional
6872,NCT02679937,Interventional
5843,NCT01003262,Interventional
6902,NCT02847117,Interventional
5841,NCT02796651,Interventional
6901,NCT02263001,Interventional
6900,NCT04336397,Interventional
5842,NCT01627314,Interventional
6898,NCT03545217,Interventional
6897,NCT00999453,Interventional
6896,NCT03736395,Interventional
6895,NCT01257581,Interventional
6402,NCT02232659,Interventional
6404,NCT01491919,Interventional
5844,NCT00778544,Interventional
6894,NCT02118454,Interventional
6893,NCT01178840,Interventional
6892,NCT01825226,Interventional
6403,NCT03417752,Interventional
5846,NCT00291161,Interventional
5847,NCT01793090,Interventional
6889,NCT00693121,Interventional
5848,NCT00778414,Interventional
6165,NCT00582140,Interventional
6871,NCT03649191,Interventional
6724,NCT00410189,Interventional
6854,NCT04100564,Interventional
5871,NCT03250338,Interventional
5872,NCT00221507,Interventional
6858,NCT03663452,Interventional
5873,NCT01435512,Interventional
5874,NCT04307420,Interventional
6412,NCT03783702,Interventional
6856,NCT01353209,Interventional
6855,NCT02878850,Interventional
6161,NCT00589966,Interventional
5875,NCT03406104,Interventional
5869,NCT01829997,Interventional
6853,NCT00007748,Interventional
5876,NCT02139397,Interventional
6852,NCT00859781,Interventional
6413,NCT04329754,Interventional
5877,NCT01941862,Interventional
5878,NCT00392873,Interventional
6160,NCT00591864,Interventional
6850,NCT02286921,Interventional
6849,NCT02863809,Interventional
5870,NCT01105091,Interventional
6860,NCT02792114,Interventional
5855,NCT03293524,Interventional
6410,NCT00937170,Interventional
5856,NCT01818791,Interventional
5857,NCT00133445,Interventional
6869,NCT01183520,Interventional
6407,NCT00108862,Interventional
5859,NCT02759328,Interventional
5861,NCT01241253,Interventional
5862,NCT01247974,Interventional
6408,NCT03516773,Interventional
6409,NCT02525432,Interventional
6163,NCT00583024,Interventional
6162,NCT00583752,Interventional
6867,NCT03852628,Interventional
6866,NCT03760497,Interventional
5864,NCT00664898,Interventional
5865,NCT03157531,Interventional
6864,NCT01126697,Interventional
6863,NCT00760851,Interventional
5866,NCT00004025,Interventional
5867,NCT04227405,Interventional
6861,NCT03682263,Interventional
6903,NCT01039363,Interventional
6904,NCT02011789,Interventional
6401,NCT00031499,Interventional
5818,NCT01272284,Interventional
5812,NCT03111550,Interventional
5813,NCT04358549,Interventional
6939,NCT02080923,Interventional
6108,NCT01419613,Interventional
5814,NCT03194685,Interventional
6937,NCT03488875,Interventional
6388,NCT02195570,Interventional
5816,NCT02496962,Interventional
5817,NCT03654053,Interventional
6936,NCT03826303,Interventional
6942,NCT01491763,Interventional
6935,NCT04522973,Interventional
5819,NCT00651794,Interventional
5820,NCT01395914,Interventional
6389,NCT00000174,Interventional
5821,NCT01387282,Interventional
6934,NCT01574495,Interventional
6171,NCT00410059,Interventional
6933,NCT01955382,Interventional
5822,NCT01280344,Interventional
6941,NCT01707030,Interventional
6943,NCT04251091,Interventional
6905,NCT01751230,Interventional
6950,NCT02150668,Interventional
5805,NCT01967654,Interventional
6957,NCT01795079,Interventional
6956,NCT01806987,Interventional
6954,NCT01894464,Interventional
5806,NCT03980808,Interventional
6953,NCT01920243,Interventional
5807,NCT04173806,Interventional
6952,NCT02104622,Interventional
6951,NCT02128152,Interventional
6949,NCT02223728,Interventional
6944,NCT03521856,Interventional
6948,NCT02340026,Interventional
5808,NCT02249182,Interventional
5809,NCT02553291,Interventional
5810,NCT00792519,Interventional
6387,NCT03516838,Interventional
6947,NCT03262766,Interventional
5811,NCT03581565,Interventional
6946,NCT03298724,Interventional
6945,NCT03433599,Interventional
5823,NCT00622193,Interventional
5824,NCT01387269,Interventional
6931,NCT03890666,Interventional
6909,NCT04442620,Interventional
6914,NCT04606342,Interventional
6169,NCT00419510,Interventional
5834,NCT04495634,Interventional
6913,NCT03248583,Interventional
6912,NCT03952949,Interventional
6911,NCT00909857,Interventional
6393,NCT02294357,Interventional
5836,NCT02081391,Interventional
6910,NCT01229748,Interventional
6908,NCT04589676,Interventional
6930,NCT03073798,Interventional
5837,NCT01601847,Interventional
6395,NCT03857672,Interventional
6396,NCT02658877,Interventional
5839,NCT02412982,Interventional
6397,NCT03106116,Interventional
6398,NCT03953300,Interventional
6906,NCT01004094,Interventional
5840,NCT02830945,Interventional
6400,NCT02112058,Interventional
6915,NCT03820947,Interventional
6916,NCT02301702,Interventional
5833,NCT04132739,Interventional
6392,NCT03750292,Interventional
5825,NCT00219817,Interventional
5826,NCT04515069,Interventional
5827,NCT04181034,Interventional
5828,NCT03411577,Interventional
6928,NCT04120363,Interventional
6927,NCT03936582,Interventional
5829,NCT00525954,Interventional
6926,NCT01510327,Interventional
6925,NCT03762772,Interventional
6924,NCT02129361,Interventional
6923,NCT03370991,Interventional
6922,NCT01829620,Interventional
5830,NCT04316429,Interventional
6391,NCT01355679,Interventional
6170,NCT00411632,Interventional
6920,NCT04537689,Interventional
6919,NCT02072694,Interventional
6918,NCT02079116,Interventional
5832,NCT04463264,Interventional
6848,NCT02784587,Interventional
6847,NCT03947216,Interventional
6415,NCT01625221,Interventional
5933,NCT00628498,Interventional
6763,NCT04598386,Interventional
6762,NCT04601532,Interventional
6431,NCT02507882,Interventional
6760,NCT01452503,Interventional
5931,NCT01213914,Interventional
5932,NCT02181062,Interventional
6432,NCT02134847,Interventional
6758,NCT01385046,Interventional
6757,NCT00074633,Interventional
6434,NCT02991664,Interventional
5929,NCT00270439,Interventional
5935,NCT00397696,Interventional
6435,NCT02888912,Interventional
6436,NCT04182529,Interventional
6437,NCT00032448,Interventional
6438,NCT02784106,Interventional
6756,NCT03029507,Interventional
6755,NCT03038828,Interventional
5938,NCT02319967,Interventional
6753,NCT03085953,Interventional
6429,NCT01875653,Interventional
6428,NCT04117607,Interventional
6154,NCT00714727,Interventional
6153,NCT00716469,Interventional
6780,NCT02204098,Interventional
6778,NCT02334384,Interventional
6777,NCT02377089,Interventional
6776,NCT02718469,Interventional
6775,NCT03040687,Interventional
6774,NCT03342482,Interventional
6773,NCT03409133,Interventional
6772,NCT03440554,Interventional
6771,NCT03564782,Interventional
6770,NCT03564795,Interventional
5928,NCT01672541,Interventional
6769,NCT03678766,Interventional
5924,NCT03341000,Interventional
6152,NCT00720096,Interventional
6768,NCT03996876,Interventional
6767,NCT04255498,Interventional
6766,NCT04329065,Interventional
6765,NCT04387227,Interventional
6151,NCT00742001,Interventional
5927,NCT02798458,Interventional
6752,NCT03762291,Interventional
5940,NCT00323921,Interventional
5941,NCT00633087,Interventional
6731,NCT01182883,Interventional
6737,NCT01048112,Interventional
6736,NCT02205385,Interventional
6443,NCT03552263,Interventional
5956,NCT02253147,Interventional
5957,NCT02267187,Interventional
6734,NCT03211819,Interventional
6147,NCT00763009,Interventional
6733,NCT00234806,Interventional
6732,NCT02046109,Interventional
5958,NCT00183833,Interventional
5942,NCT03725332,Interventional
5959,NCT00962403,Interventional
6730,NCT01043718,Interventional
6729,NCT00273351,Interventional
6728,NCT00310791,Interventional
5960,NCT04120584,Interventional
6727,NCT00315250,Interventional
6726,NCT00387075,Interventional
6145,NCT00815672,Interventional
6725,NCT00402896,Interventional
6738,NCT01942811,Interventional
6739,NCT03302299,Interventional
6740,NCT03680456,Interventional
6741,NCT04421235,Interventional
5943,NCT01673828,Interventional
6440,NCT00549796,Interventional
